Time,Time Code,Country Name,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
2009,YR2009,Gibraltar,GIB,33565,0.01787736135,10,,,,,,,,,,,,,,,,84.23996,1.00462,,0,,5123.46194,13.76558916,5035.006703,,,,,,,,,,,,,85.20780575,,,59.80810194,,,,,,,,,,,,,,,,,,,0
2009,YR2009,Greece,GRC,11107017,0.2630264013,131960,,325785814568,29330,329782253258,29690,7,80.18780488,1.5,10.2034,,,3.9,,99,,,,,38728.00049,,2649.661201,8.277892345,5627.883706,330000252153,-4.300733667,2.569771121,2.804954284,15.31347071,18.9821867,28.76165985,18.33789732,37.84171164,15,34.13100422,3.224841138,121.3136511,12.15131666,27.24755494,132.3304631,,,,1844438806,2766296835,,29710.9703,-324724736.3,1.210084518,,41.65067516,106.57,45.326,357,3,226,22,698,0
2009,YR2009,Greenland,GRL,56323,-0.008876974023,410450,,,,,,,70.46780488,2.359,,,,,,,,,,,2.199999988,,,10.2217389,,2529948330,0.8659523289,5.538635432,11.58315392,17.98301236,30.73111747,55.02551096,32.21311234,,,,,94.2532788,,43.55820185,72.83701167,,,,,,,44918.56488,,,,,,,,,,,,0
2009,YR2009,Grenada,GRD,105789,0.3152739954,340,,710521260.6,6720,1045684105,9880,,72.96,2.262,39.588,,100,14.2,,98,132.43671,109.48883,0.96585,,169.8999977,,,2.391770411,,771275555.6,-6.613281348,-0.009899798449,4.626424528,14.72587018,24.27631667,46.80293924,,,6,,,108.1624744,,40.322813,88.69997087,556610998.4,3.230603508,,1496148.148,102556363,433.2208453,7290.6971,-102556363,-0.3086547796,,,200.415,108.705,23,1,15,,,3.027853881
2009,YR2009,Guam,GUM,159226,0.1193984972,540,,,,,,,77.71,2.509,43.7632,,,,,,,,,,250,,,,,4781000000,0.3147293328,3.13784895,,,17.52771387,55.19765739,,,,,,,,,104.0755812,,,,,,,30026.50321,,,,40.65861177,92.907,53.905,,,,,,0.5499
2009,YR2009,Guatemala,GTM,14316263,2.187979669,108890,,37544274844,2620,90100659907,6290,,71.108,3.471,84.9064,54.1,51.5,36.4,13,92,81.62691,47.51139,0.96426,0.6,37651.99951,,654.0307341,0.8278517934,537.7800059,37734072278,0.5260429828,3.543299253,11.65779656,27.08269307,23.97532479,33.13053746,13.05303756,10.87080568,14,,0.3906592468,120.8936927,4.813398475,49.676589,172.5326649,14824423718,4.800357174,,21976700,696452714.3,26.32740122,2635.748748,-573677825.1,1.859102547,22,34.47687103,234.654,128.017,12021,530,6812,322,7,8.958997391
2009,YR2009,Guinea,GIN,9964469,2.290858042,245860,,6345085863,640,14469336768,1450,,56.279,5.417,151.5766,,,119.8,,53,56.75359,,,1.6,65800,,,0.2270606693,,6716904569,-1.117638595,1.765879624,16.36061888,32.28872839,22.51579108,47.29956289,21.30661486,,12,,,35.0144097,,31.41327941,102.5027391,3414563456,2.267152724,,44870000,91030000,21.84361254,674.0855502,-140850000,4.68438869,15,53.07661163,312.6,277.8,29722,3000,14141,,,20.37575186
2009,YR2009,Guinea-Bissau,GNB,1483921,2.52396916,36130,,830359928.6,560,1991758388,1340,,54.113,5.11,115.198,,,119.8,,69,,,,3.8,20320,,,0.1581539718,,826798659.8,3.368974958,-2.458157949,43.99991803,13.36106536,18.84933774,35.22253799,10.80213113,,17,,1.66238647,37.76110723,,39.18729139,83.40471588,1150023338,1.247950676,,20190171.03,18890200,100.6792141,557.1716148,-17540200,-1.651397336,8,48.2385561,314.578,266.434,4342,470,2730,,,25.01925989
2009,YR2009,Guyana,GUY,747718,0.1205726342,214970,,2031546918,2720,4092161389,5470,,67.792,2.684,88.7722,42.5,87.4,38.2,11.1,97,98.44822,87.08549,0.98768,1.5,165811.9922,,,2.094117033,,2061323854,3.552158264,4.001840295,20.85716936,27.17937618,48.93281986,73.1205116,26.17843342,,8,,1.533188256,65.33653062,0.04129967239,93.33807477,118.4526464,1427924570,0.9760901586,,85624875.03,164000000,232.9755336,2756.819889,-164000000,2.952300964,44,33.17693512,259.317,176.766,496,30,368,,,0.9047012881
2009,YR2009,Haiti,HTI,9798046,1.557952965,27750,,6676531059,680,15418932671,1570,,60.148,3.501,60.4802,,,81.5,,63,,,,2.2,1018.000031,4.832977067,385.3788806,0.2316658852,35.92553046,6584649419,3.083247861,3.702317192,22.31815731,50.05136837,15.71001941,42.57428699,27.49253397,,13,,,37.23191338,,41.00446095,213.8274646,1448420668,0.6821293236,,134824003.8,55470000,115.2984993,672.0369979,-55470000,0.3938860402,19,47.62973404,298.334,235.718,16373,1300,7935,,,26.87205746
2009,YR2009,Honduras,HND,8150775,2.105493627,112490,58.8,13226772554,1620,29052515218,3560,3.3,73.061,3.063,89.1612,,,24.6,,98,81.09689,,,0.5,53120,,546.8021139,0.9659264303,624.3578065,14486137414,-2.43162788,7.653732423,10.82504149,26.0219597,39.53025082,57.3747552,20.59944375,20.42036453,12,,1.074910696,102.9442599,2.313024853,84.21154412,121.2664016,3805642443,3.001646276,,27187940.39,494497450.5,55.53214265,1777.271169,-505263098.5,5.496342738,26,34.49348555,182.292,128.859,4378,160,2815,,,11.98480634
2009,YR2009,"Hong Kong SAR, China",HKG,6972800,0.2153533343,1100,,225575689065,32350,315642283461,45270,,82.77560976,1.055,3.0114,,,,,,,86.90379,,,,,2107.366338,6.044701985,5950.83754,214046415026,-2.459131804,-0.3754219737,0.06569252883,6.871197442,178.1350554,170.2624989,21.84686409,,3,1076.935958,,181.9180111,33.80253313,318.4650394,97.92273388,,,,413326243.8,54275707074,,30697.34038,3667674307,0.5765199161,,46.77798742,74.169,38.521,,,,11708,149,0
2009,YR2009,Hungary,HUN,10022650,-0.154908814,93030,12.3,133779781925,13350,197636041917,19720,8.9,73.90487805,1.32,19.8524,61.6,99.6,6.2,,99,96.79566,96.24977,0.99002,0.1,20334.00024,,2478.1017,4.840111448,3773.153807,130593960612,-6.600993646,4.039689541,2.966379364,25.07759057,74.41039798,70.37099213,20.29754164,39.76956476,5,23.00001459,1.13008316,118.4050126,26.70712893,123.1059991,143.2809508,,,,1192171514,-2967152013,,13029.88338,-825238300.6,4.211711712,29,45.58522096,228.461,98.903,492,12,326,30,757,0
2009,YR2009,Iceland,ISL,318499,0.341241979,103000,,13329417904,41850,10700033108,33600,9.1,81.75121951,2.23,12.324,,98.8,2.7,,92,98.98027,106.51382,1.01747,0.1,414.5999908,,16911.07978,6.447492771,51259.18763,13164652894,-6.77721505,10.87530015,5.740636307,19.63505402,48.64495172,39.82955163,15.00518111,27.12917358,5,,,107.4836583,31.54027647,58.19371055,84.30527979,,,,68069903.32,63588140.75,,41333.41987,2208552245,12.00312985,66,46.91149518,73.242,39.946,10,0,6,22,64,0
2009,YR2009,India,IND,1217726215,1.4105823,3287260,29.8,1358351379651,1120,4873764181836,4000,8.3,66.244,2.661,37.9562,,,61.4,,78,95.74629,59.61365,0.98997,,693737.9688,,544.6265982,1.427780473,598.4982429,1341886699393,7.861882372,7.040387019,16.74426407,31.12136877,20.40051791,25.87234841,39.25680529,11.42028777,,97.36442358,2.89349597,43.12053018,9.618386067,31.45653058,95.01264904,256312241333,1.238895812,,2889988305,35581372930,2.037420209,1101.960919,-19485789183,10.88235294,,23.75727541,227.028,162.481,1249875,60000,876272,27025,7262,47.4324434
2009,YR2009,Indonesia,IDN,238620563,1.329218178,1910930,,512965798113,2150,1799110414076,7540,8.1,68.853,2.492,51.093,60.6,,35.5,,74,98.54909,74.62765,0.98267,0.4,951170,,845.9972119,1.870792581,593.9429453,539580085612,4.628871183,8.274752432,15.29014815,47.65212258,24.15911967,21.3530017,30.98519241,15.1082541,,39.83495235,0.612411259,68.59298249,,39.55520333,118.5333591,179404705351,4.781597659,,2701592136,4877369178,4.384031229,2261.247224,-2628247483,4.38641555,3,37.91729947,214.829,156.165,145566,12000,91819,4103,415,19.75124763
2009,YR2009,"Iran, Islamic Rep.",IRN,72924837,1.108950735,1745150,,402585519489,5520,1224125332145,16790,5.3,73.457,1.821,32.7494,,97.7,20.7,,99,98.14306,82.16121,0.95641,0.1,106919.8047,,2800.51544,7.600675899,2505.854075,414059094949,1.007385458,4.598516917,6.924489615,43.0965173,22.71148914,20.98809109,40.89817092,25.37622816,9,14.29350079,3.154311696,72.0673534,,31.29939701,132.1667449,18609984964,0.5805994515,,,2983421910,1.269389193,5677.888522,,13.55155483,3,18.57143005,143.049,82.27,22905,330,16692,516,12184,0.595028291
2009,YR2009,Iraq,IRQ,28973162,2.048283545,435240,,120478961289,4160,365882657678,12630,,68.34,4.374,76.106,,,35.8,,81,,,,,8250,,1137.034404,3.608379714,863.1091077,111660855043,3.379299094,-19.52120051,5.229933191,51.98979242,39.40011026,39.28726856,11.29880848,,11,,2.899117588,69.43279439,,71.97329805,158.7277609,,,,26700000,1598300000,96.33846661,3853.940935,-1526400000,6.873615472,,14.41393124,223.667,135.99,28604,740,20154,,,2.064019637
2009,YR2009,Ireland,IRL,4535375,1.015663276,70280,,212280489222,46810,157804241154,34790,7.7,80.1902439,2.06,14.0786,,99.8,4.3,,90,,114.39266,1.02595,0.1,7194.799805,288.2422622,3149.565141,8.889010942,5947.909489,236316405946,-5.079212701,-4.562212072,0.55405218,25.4765688,93.23670607,79.76203157,20.2343384,30.76398066,4,25.93604103,0.5991162322,104.6705407,26.43435712,75.59018143,144.4835349,,,,2550787027,53974309647,,52105.15248,540847188.8,-4.478103392,59,44.26127801,92.992,54.999,259,5,176,53,908,0
2009,YR2009,Isle of Man,IMN,84376,1.034056532,570,,5643927520,66890,,,,,,,,,,,,,,,,34.60000038,,,,,5487083658,2.1,6.962633015,0.7015299423,10.97619386,,,,,,,,,,,,,,,,,,65031.33187,,,,,,,,,,,,
2009,YR2009,Israel,ISR,7485600,2.390207338,22070,,204151761257,27270,200933910084,26840,,81.40487805,2.96,13.04,,,4.7,,97,104.58456,103.17521,1.01291,0.1,1541.999969,,2873.876109,8.612472881,6607.887143,207451779086,1.164349499,4.06597977,1.814848626,20.78998023,33.33224515,30.69630681,18.25074956,30.98886503,5,90.97723858,6.763267474,125.4792397,23.54429089,46.86052847,101.7134168,,,,3464500000,4606900000,,27713.44703,-2855800000,3.328907436,,46.52068651,78.558,45.304,573,6,370,5387,1387,0
2009,YR2009,Italy,ITA,59095365,0.4556134496,301340,,2227281089686,37690,2038366547194,34490,6.7,81.63658537,1.45,6.557,,99.8,4.1,,90,103.60319,101.41655,0.99082,0.3,89742.00195,,2869.920712,6.795651486,5368.390567,2185160183384,-5.48205504,1.957826338,1.789687098,21.93330533,22.47659593,23.13252081,19.39261925,37.48363748,8,,1.558536347,152.3254107,8.40050842,37.61802024,153.3496603,,,,14402098597,16607196345,,36976.84553,1761981448,0.7747681314,65,40.89247838,76.342,41.986,1951,13,1386,903,8814,0
2009,YR2009,Jamaica,JAM,2795837,0.5006004847,10990,16.5,12076075183,4320,20922077237,7480,,74.071,2.212,68.7184,,98.3,18.8,,88,,94.52804,,2.1,3375.19989,,1080.154172,2.768772643,1222.174254,12067478478,-4.336650187,11.64640691,5.472267879,18.09085934,34.47959621,52.40552812,21.05626776,28.17941086,6,,0.9472148986,105.7308062,0.7414469951,52.86937128,87.94535865,11123704260,13.09894225,,268997711.4,485164640.1,53.64046616,4316.231053,-479765232.9,9.573787278,14,44.35366069,177.041,107.273,812,40,682,110,17,0.7992854721
2009,YR2009,Japan,JPN,128047000,-0.01249463123,377946.9922,,4967603590411,38800,4354890214697,34010,,82.93146341,1.37,4.86,,99.8,3.3,,94,,,,0.1,249598.0078,67.35751528,3678.511133,8.620816388,8020.273806,5231382674594,-5.416412797,-0.6112725594,1.082612702,27.27246727,12.52091416,11.96998576,21.32367452,9.511686391,,63.19709827,0.9837773569,90.4633869,20.58591141,21.65201956,74.37145174,,,,3932046367,12226471579,,40855.17564,61450645281,-1.35283673,56,41.59181593,84.319,41.634,2702,68,1288,53281,295315,0
2009,YR2009,Jordan,JOR,6893260,5.009055408,89320,,23090797723,3350,65515235567,9500,,73.266,3.706,29.6014,59.3,,20.9,1.9,95,,,,0.1,975,,1081.923357,3.175854385,1812.204965,23974612130,5.47658105,2.300677031,3.794564066,30.69772914,46.20190611,68.7469114,28.32274385,24.63701612,7,132.7514699,6.584000837,87.2499514,1.413960297,85.97010825,124.4413958,14427067897,2.961871572,,502253521.1,2413098592,107.4121678,3477.978798,-2340704225,-0.7397386199,50,17.75600722,134.142,99.652,3586,110,2524,446,60,0.161890882
2009,YR2009,Kazakhstan,KAZ,16092822,2.637004543,2724901.875,8.2,109131807198,6780,263596957161,16380,9.4,68.42926829,2.55,29.3558,,99.4,22.4,,99,104.11331,,,0.1,33146.00098,,3944.288267,13.25676292,4447.324403,115308661143,1.2,4.691085073,6.146884987,38.43148085,41.83842245,33.92764502,29.41456452,,8,24.22139822,1.103033241,106.3591134,30.15330492,62.09854428,161.8888149,109741327702,25.03075205,,2934061284,14275888207,18.34917456,7165.223175,-10083300957,7.316078583,11,48.95061059,350.791,143.49,6980,87,4348,314,1513,0.03949299989
2009,YR2009,Kenya,KEN,40901792,2.750846669,580370,,36649690185,900,91333029719,2230,,59.932,4.482,92.7164,45.5,43.8,59.6,16.4,88,,56.76037,0.95053,6.2,41933.99902,,456.9496124,0.3019539095,139.7982758,37021512049,3.306939815,11.63730368,23.36040099,18.74914446,20.03262925,30.83101232,19.33262283,,15,29.62277712,1.561448035,47.34403568,6.067688479,39.61210439,99.18187309,8558933887,1.051910974,,60803848.02,116257609,43.57950869,905.1317861,-70269794.39,9.234125924,23,47.37187832,336.098,269.863,58175,6900,34451,123,48,13.59570264
2009,YR2009,Kiribati,KIR,100930,2.172441727,810,,191663703.8,1900,243191331.1,2410,,65.48,3.859,24.7964,22.3,79.8,65.6,14.9,82,,,,,121.4999962,,,0.399653225,,132420059.3,0.8027515094,0.1700081949,26.6106756,10.33400279,15.62557056,86.2803244,,,7,,,9.815713861,,55.12759955,89.4391558,,,,556991.4562,4995548.978,250.5697018,1311.999002,-4944767.456,9.816438845,,,248.651,168.526,146,3,78,,,38.01740286
2009,YR2009,"Korea, Dem. People’s Rep.",PRK,24428341,0.4850345126,120540,,,,,,,69.185,1.943,0.498,,100,31,18.8,98,97.33246,,,,57926.00098,,815.3893463,2.893268847,728.1296753,,,,,,,,,,,,,0.283527236,,,82.83118202,,,,,86348000,2.669849745,,,,,47.94734874,191.503,117.958,8464,390,5725,55,7956,0
2009,YR2009,"Korea, Rep.",KOR,49307835,0.5146828275,99900,,1037380988815,21040,1393348976504,28260,,79.96829268,1.149,1.9058,80,99.9,4.3,,93,101.62335,95.97579,0.99833,,62286.00098,,4649.765742,10.32010949,8877.574933,901934953365,0.7075099464,3.54229743,2.347244674,33.26623298,47.54976045,42.8628772,28.4656577,21.31415615,8,92.53404105,2.724770988,97.15641094,32.02689166,76.12733018,61.31253241,,,,7491900000,9021900000,,18291.9196,8378600000,2.756686477,,40.84173101,107.806,44.218,1682,72,822,36207,127316,0
2009,YR2009,Kosovo,XKX,1761474,0.8031718448,10887,,5709842327,3240,13366887904,7590,8,69.64878049,2.34,,,,,,,,,,,,,1381.957383,,2558.084877,5653792720,3.341665533,1.421784351,14.13387065,23.81049735,17.07538824,51.9510517,31.14310989,,9,,0.4815972705,32.30209935,,,,1725715832,5.457298094,,155674358.1,403147913.1,444.0201786,3209.694109,-388555746.4,-2.410264017,,,,,,,,,,
2009,YR2009,Kuwait,KWT,2821045,6.028276352,17820,,129674446849,45970,243412517556,86280,,74.162,2.291,11.7878,,98.7,10.7,1.7,99,,97.71626,1.00905,0.1,61.10000134,,11134.24245,30.94737447,16519.05588,105899930507,-7.076102616,-17.21634884,0.262484415,,59.46912527,29.39497342,17.97690137,57.39877945,13,,3.971806323,92.81712982,,69.78285977,152.0893615,,,,11749212892,1113588047,,37539.25602,7468230975,4.609595484,42,29.29683978,87.906,55.378,520,6,322,,,0
2009,YR2009,Kyrgyz Republic,KGZ,5383300,1.207265644,199949.0039,31.7,4654912666,860,14215870380,2640,9.1,69.10243902,2.9,35.4548,,98.5,31.6,4.7,99,98.01081,86.83522,1.0305,0.1,7154.60022,,535.8168781,1.261546635,1323.723367,4690062255,2.8862947,4.035303735,18.76073747,23.63572933,54.69834696,78.68080621,27.27035541,,5,,1.433109918,84.11184488,5.044547121,100.4890712,114.0619242,4118812292,5.970746465,,107496106.5,189377400,58.12605651,871.2243893,-189644600,6.836562481,8,42.18104546,283.454,129.123,3721,110,2434,3,146,0.04657982943
2009,YR2009,Lao PDR,LAO,6148623,1.672871607,236800,,5496358600,890,22845158846,3720,,63.797,3.234,70.2898,,,71.5,,59,81.76179,45.43956,0.86996,0.3,176263.9063,,,0.2045630379,,5832915387,7.501774913,-2.932073533,24.20537708,25.16309379,30.08306968,46.84775654,33.93847055,,11,,0.2171947533,52.60758384,,43.1002309,94.22971881,6383404583,4.053547809,,22370007.92,318598209.1,67.86722816,948.6539323,-318598209.1,0.141187675,15,50.39079225,243.7,200.052,8958,530,4987,,,38.86577463
2009,YR2009,Latvia,LVA,2141669,-1.651024968,64560,20.9,29988897170,14000,38689381426,18070,5.9,73.0804878,1.46,17.011,,98.9,8.3,,92,101.09027,99.4204,0.99161,0.3,33426.00098,,2055.824686,3.376490018,3026.611489,26169854045,-14.40169178,-9.679660604,3.305011162,21.05256113,42.60288094,44.22354061,21.98608107,38.3883726,5,,1.390055014,107.4047049,8.629089551,66.92051079,155.9674618,,,,672834122.6,-32391422.09,,12219.37379,-160862601.2,3.534106729,11,49.82915908,268.979,102.465,156,6,101,3,240,0
2009,YR2009,Lebanon,LBN,4813026,1.008281138,10450,,33126909548,6880,63541981248,13200,,78.161,1.938,15.6184,54.5,,10.8,,80,,,,0.1,1368.200073,,1381.330996,4.336682162,2729.467906,35477299024,10.05447737,10.29365481,3.928418169,15.68097266,33.6987884,57.20471273,27.12286624,21.89714569,8,36.21983734,4.020042001,49.66349652,8.454346217,58.51911101,104.7456411,46144032509,31.47093148,,5749154020,4803602660,120.5229309,7371.100639,-3677830199,1.195096712,23,23.27095576,81.577,57.538,740,19,513,,,0.075
2009,YR2009,Lesotho,LSO,1990131,0.150958226,30360,,2443618383,1230,5778542044,2900,,44.146,3.328,87.7334,47,61.5,107.2,13.5,84,83.21072,50.92904,1.05948,23.9,437.9999924,,,1.114768324,,1773199523,2.154308341,1.246460826,6.039734637,33.5859797,43.94768547,112.0517924,29.1600617,44.85223606,7,,2.3428048,33.21389396,,145.7252817,81.63228213,766529460.1,1.645175237,,4929861.978,91349553.1,61.43816663,890.9963833,-91349553.1,7.379439352,26,47.05159719,594.056,523.547,4667,360,2272,,,35.72171818
2009,YR2009,Liberia,LBR,3754133,3.974256763,111370,,1611058996,430,3591682233,960,,58.971,5.062,140.3248,,,101.2,,83,62.08823,,,1.8,43590,,,0.137727406,,1768000000,5.300539377,-2.722842101,58.03574661,5.009739819,15.26468326,94.94700226,19.45461538,,6,,0.6300881614,28.90313156,,39.59276018,110.4891901,1850279323,1.690406905,,1008165.606,127803424.5,136.0500547,470.9476196,-217803415.7,7.427643059,7,47.88118595,291.454,252.873,10049,1000,4278,,,46.84090544
2009,YR2009,Libya,LBY,6133984,1.23412792,1759540,,74141267366,12090,170066053014,27730,,72.129,2.485,6.2,,,17.6,,98,,,,0.1,2170,,3146.184763,9.452084811,3142.329683,63028320702,-0.7901418316,-25.31279599,,,59.23600739,42.82206415,,,,,,155.4306467,,79.19297142,151.3266925,,,,1361000000,1371000000,6.52756838,10275.26656,-206000000,2.459900256,26,21.80578524,167.116,100.697,1998,71,1251,,,0
2009,YR2009,Liechtenstein,LIE,35727,0.7191244227,160,,4159694648,116430,,,,81.5,1.71,,,,,,,94.59459,105.68449,0.92123,,69.00000095,,,1.436952445,,4504549214,-1.157481822,-9.900663628,,,,,,,,,,97.96512442,,,,,,,,29934896948,,126082.4926,,,,,,,,,,,,0
2009,YR2009,Lithuania,LTU,3162916,-1.110345754,65300,20.5,39316436083,12430,58465191778,18480,5.7,72.91463415,1.5,16.7232,,100,6.7,,96,99.07627,104.75588,0.99616,,21601.99951,,2770.832358,3.958100057,3622.290317,37440673478,-14.81416332,-3.295134066,2.532909399,25.0566396,51.9391993,53.61938276,12.37116988,32.78399424,7,,1.08128395,156.6493173,10.61261154,92.83486853,148.7553634,,,,679268079.8,17980648.77,,11837.39103,234967647.1,4.453060068,,50.37505829,286.847,99.772,168,3,97,16,91,0
2009,YR2009,Luxembourg,LUX,497783,1.85177523,2590,,35450936366,71220,27740237257,55730,8,80.63658537,1.59,8.3372,,99.9,3.1,,96,,,,0.2,866.9999695,,7951.723944,20.87712517,14425.96473,51370543206,-4.358607005,1.398017695,0.2532769649,11.52200463,164.0695066,131.9032996,16.2120164,41.93416865,5,204.4911022,0.434048644,145.0072202,10.31512579,90.84778374,125.1412836,,,,10724950984,27255154249,,103198.6693,19216072628,0.3680419979,55,43.25956335,92.15,54.275,14,0,9,24,60,0
2009,YR2009,"Macao SAR, China",MAC,526400,2.143050933,29.50000048,,19231154082,36530,36985305901,70260,,82.462,1.048,3.29,,,,,,90.99761,84.64005,0.97369,,,,,3.935894757,,21475520709,1.321130535,0.8769876532,,7.354767973,78.92014207,35.22835298,18.60183009,33.05211762,,,,197.0706687,7.03623833,26.59772528,90.83005394,,,,666659708.6,-412628142.4,,40796.96183,-180747593.7,1.169351365,,48.78053343,70.872,29.598,,,,123,1,
2009,YR2009,North Macedonia,MKD,2069039,0.08345518467,25710,,9529429244,4610,22421860245,10840,4.1,74.484,1.464,19.6258,,99.8,10.9,,96,91.70715,81.01089,0.96688,0.1,9934.000244,,1360.67034,4.203943957,3421.39515,9401731496,-0.358614857,0.2950776142,10.37016849,18.97270285,32.80554336,54.37145159,25.74248352,30.45207442,7,,1.688164562,93.91877098,3.164123068,82.76135097,96.35312849,5246917724,5.73435433,,26302033,259530321.5,93.86966606,4544.008835,-185527828.1,-0.7396339631,17,38.57552984,140.713,76.024,221,2,166,11,39,0.4202533833
2009,YR2009,Madagascar,MDG,20569117,2.823486815,587040,,8490617908,410,28001757651,1360,,62.944,4.689,128.5772,39.9,43.9,70,,63,73.94528,30.65084,0.96801,0.2,126100,,,0.08610777993,,8550363975,-4.013860583,8.36281708,26.84322668,18.55797115,22.36939044,51.62728555,34.76421367,9.864140913,9,,0.8302029485,30.54967795,1.720142088,49.71718178,73.12340465,2846880424,0.589944648,,49537321.83,1293330142,21.1243876,415.6894034,-1267146401,8.954218024,1,49.3619406,272.671,223.599,34390,3500,17793,43,1,41.74132187
2009,YR2009,Malawi,MWI,14128155,2.874008503,118480,,5794277103,410,14059005921,1000,,53.888,5.491,150.414,,,93.2,12.1,92,66.76926,32.72995,0.97913,10.8,32700,,,0.06696458242,,6191127665,8.328110276,7.899822531,30.42900297,15.33052786,20.02865348,31.65441902,24.46288532,15.09118147,10,,0.9497044792,17.59356406,3.701957044,51.84838972,97.25628516,1144298597,0.6286089623,,13316856.98,49130854.84,54.76369703,438.2120429,-50460877.98,8.422044277,23,48.9749272,475.53,369.652,32881,2700,17300,,,10.27024884
2009,YR2009,Malaysia,MYS,27735040,1.815674781,330800,,210840912448,7600,524162388642,18900,,74.305,2.169,12.9072,,98.6,7.9,,95,99.55062,76.12432,1.03935,0.4,218771.9922,,2591.75999,7.170571162,3942.089141,202257586268,-1.513528719,-5.99209755,9.219069273,38.46347007,91.41680218,71.14224525,17.83572807,22.25401936,10,142.9955708,1.960280954,108.6856193,50.85543539,138.9322424,95.66133459,,,,6528552508,114664434.6,5.044881853,7292.493044,6626128852,0.5833084056,16,34.95830597,166.898,88.931,3232,140,1914,4503,1234,0.638627143
2009,YR2009,Maldives,MDV,353398,2.854753665,300,,1929965973,5460,3520151707,9960,6.4,75.499,2.231,13.5194,34.7,94.8,14.9,17.8,98,120,,,,10,,,2.500713077,,2345294875,-7.228841465,11.28683318,5.419481767,9.620246846,73.0056489,63.10643327,,17.65303073,6,,,129.53384,,48.26685173,91.70790267,1383451323,4.702181631,,190152900,157963586.8,94.08655397,6636.412416,-157963586.8,4.530176591,,31.97580545,89.857,64.534,91,5,60,,,4.649587636
2009,YR2009,Mali,MLI,14581429,3.261149086,1240190,41.1,9795343631,670,25317355585,1740,8,54.756,6.612,182.8434,,,136.4,,73,54.47352,36.67199,0.79075,1.4,51890,,,0.05532653898,,10181021770,4.6790657,5.175462393,31.76663847,24.39085324,21.73447722,28.83395575,22.02099748,15.08075465,6,,1.418664255,30.59057518,,41.8425586,142.9029579,2210301312,0.6887803753,,166904464.5,646609200.6,67.5283609,698.2183825,-749365254.6,2.463751886,18,43.29873323,297.399,278,53036,4500,27401,,,13.33049053
2009,YR2009,Malta,MLT,412477,0.753906931,320,,8052581814,19520,10046578423,24360,8.2,80.24146341,1.42,16.1334,,99.8,6.8,,82,95.12616,,,,3.49999994,,1887.203408,5.814186003,4434.186633,8528202278,-2.462277722,2.690049278,1.482422702,17.68481413,147.73564,149.2392402,20.76532108,38.20312449,,47.84478448,0.6931521779,102.5588504,48.04199152,86.00874792,187.937499,,,,1861273888,1444129815,,20675.58259,-7540424529,2.084327461,,34.21828567,72.383,40.614,23,0,18,21,8,0
2009,YR2009,Marshall Islands,MHL,56250,0.1352024685,180,,194383121.9,3460,209564509,3730,,,,,,86.5,39.1,,78,94.7451,77.40933,1.00926,,126.4000034,,,1.825351111,,152617500,-1.63596768,1.54926295,12.21281963,11.61190558,33.70026373,103.5832064,37.06971833,20.1454938,5,,,,,82.55933953,99.42931891,,,,4432601.278,14649434.96,1048,2713.2,-14649434.96,,,,,,54,,31,,,10.8944385
